provid,permid,ssObjectId,orbit_class,population,sample,csv_file
2011 YP98,nan,21164711273379920,MBO,MBO,LSM,dp2_all_solar_system_csv/selected_objects/LSM/MBOs/2011_YP98.csv
2012 AX19,482390,21164715165170008,MBO,MBO,LSM,dp2_all_solar_system_csv/selected_objects/LSM/MBOs/482390.csv
2012 AF20,445792,21164715165233222,MBO,MBO,LSM,dp2_all_solar_system_csv/selected_objects/LSM/MBOs/445792.csv
2012 BA1,553856,21164715181879617,MBO,MBO,LSM,dp2_all_solar_system_csv/selected_objects/LSM/MBOs/553856.csv
2012 BN22,442569,21164715182010958,MBO,MBO,LSM,dp2_all_solar_system_csv/selected_objects/LSM/MBOs/442569.csv
2012 BX68,687797,21164715182274648,MBO,MBO,LSM,dp2_all_solar_system_csv/selected_objects/LSM/MBOs/687797.csv
2012 BE71,516942,21164715182338373,MBO,MBO,LSM,dp2_all_solar_system_csv/selected_objects/LSM/MBOs/516942.csv
2012 BE110,779855,21164715183059013,MBO,MBO,LSM,dp2_all_solar_system_csv/selected_objects/LSM/MBOs/779855.csv
2012 BK123,763396,21164715183125323,MBO,MBO,LSM,dp2_all_solar_system_csv/selected_objects/LSM/MBOs/763396.csv
2012 CY48,779911,21164715198920793,MBO,MBO,LSM,dp2_all_solar_system_csv/selected_objects/LSM/MBOs/779911.csv
2012 DM98,369731,21164715216025677,MBO,MBO,LSM,dp2_all_solar_system_csv/selected_objects/LSM/MBOs/369731.csv
2012 DM111,nan,21164715216613709,MBO,MBO,LSM,dp2_all_solar_system_csv/selected_objects/LSM/MBOs/2012_DM111.csv
2012 HZ36,576185,21164715282740826,MBO,MBO,LSM,dp2_all_solar_system_csv/selected_objects/LSM/MBOs/576185.csv
2012 HR40,369804,21164715282804818,MBO,MBO,LSM,dp2_all_solar_system_csv/selected_objects/LSM/MBOs/369804.csv
2012 KB10,376489,21164715332939842,MBO,MBO,LSM,dp2_all_solar_system_csv/selected_objects/LSM/MBOs/376489.csv
2012 KS53,nan,21164715333202771,MBO,MBO,LSM,dp2_all_solar_system_csv/selected_objects/LSM/MBOs/2012_KS53.csv
2012 QQ53,519553,21164715433866065,MBO,MBO,LSM,dp2_all_solar_system_csv/selected_objects/LSM/MBOs/519553.csv
2012 TK313,730838,21164715486360395,MBO,MBO,LSM,dp2_all_solar_system_csv/selected_objects/LSM/MBOs/730838.csv
2012 TK378,nan,21164715487148107,MBO,MBO,LSM,dp2_all_solar_system_csv/selected_objects/LSM/MBOs/2012_TK378.csv
2012 UV44,385056,21164715500909654,MBO,MBO,LSM,dp2_all_solar_system_csv/selected_objects/LSM/MBOs/385056.csv
2012 UZ45,437062,21164715500909914,MBO,MBO,LSM,dp2_all_solar_system_csv/selected_objects/LSM/MBOs/437062.csv
2012 UF137,510697,21164715501958982,MBO,MBO,LSM,dp2_all_solar_system_csv/selected_objects/LSM/MBOs/510697.csv
2012 UH180,576789,21164715502284872,MBO,MBO,LSM,dp2_all_solar_system_csv/selected_objects/LSM/MBOs/576789.csv
2012 UK234,688597,21164715502613579,MBO,MBO,LSM,dp2_all_solar_system_csv/selected_objects/LSM/MBOs/688597.csv
2012 VC49,651074,21164715517688131,MBO,MBO,LSM,dp2_all_solar_system_csv/selected_objects/LSM/MBOs/651074.csv
2012 VE94,542123,21164715518014533,MBO,MBO,LSM,dp2_all_solar_system_csv/selected_objects/LSM/MBOs/542123.csv
2012 XB57,398711,21164715551307586,MBO,MBO,LSM,dp2_all_solar_system_csv/selected_objects/LSM/MBOs/398711.csv
2012 XQ90,nan,21164715551567953,MBO,MBO,LSM,dp2_all_solar_system_csv/selected_objects/LSM/MBOs/2012_XQ90.csv
2012 XO116,709292,21164715552159311,MBO,MBO,LSM,dp2_all_solar_system_csv/selected_objects/LSM/MBOs/709292.csv
2013 AC27,577057,21164719460202307,MBO,MBO,LSM,dp2_all_solar_system_csv/selected_objects/LSM/MBOs/577057.csv
2013 AC123,577134,21164719461315395,MBO,MBO,LSM,dp2_all_solar_system_csv/selected_objects/LSM/MBOs/577134.csv
2013 AO131,542244,21164719461380431,MBO,MBO,LSM,dp2_all_solar_system_csv/selected_objects/LSM/MBOs/542244.csv
2013 BK6,688911,21164719476848203,MBO,MBO,LSM,dp2_all_solar_system_csv/selected_objects/LSM/MBOs/688911.csv
2013 BM30,554793,21164719477043277,MBO,MBO,LSM,dp2_all_solar_system_csv/selected_objects/LSM/MBOs/554793.csv
2013 CM182,363002,21164719495262797,MBO,MBO,LSM,dp2_all_solar_system_csv/selected_objects/LSM/MBOs/363002.csv
2013 EY11,404244,21164719527244121,MBO,MBO,LSM,dp2_all_solar_system_csv/selected_objects/LSM/MBOs/404244.csv
2013 EM22,446125,21164719527309901,MBO,MBO,LSM,dp2_all_solar_system_csv/selected_objects/LSM/MBOs/446125.csv
2013 EF169,nan,21164719528687942,MBO,MBO,LSM,dp2_all_solar_system_csv/selected_objects/LSM/MBOs/2013_EF169.csv
2013 FK32,764662,21164719544152651,MBO,MBO,LSM,dp2_all_solar_system_csv/selected_objects/LSM/MBOs/764662.csv
2013 GT116,449395,21164719561913940,MBO,MBO,LSM,dp2_all_solar_system_csv/selected_objects/LSM/MBOs/449395.csv
2013 HX136,486573,21164719578822232,MBO,MBO,LSM,dp2_all_solar_system_csv/selected_objects/LSM/MBOs/486573.csv
2013 JY14,670256,21164719611130969,MBO,MBO,LSM,dp2_all_solar_system_csv/selected_objects/LSM/MBOs/670256.csv
2013 NK72,nan,21164719678632523,MBO,MBO,LSM,dp2_all_solar_system_csv/selected_objects/LSM/MBOs/2013_NK72.csv
2013 PH95,nan,21164719712318792,MBO,MBO,LSM,dp2_all_solar_system_csv/selected_objects/LSM/MBOs/2013_PH95.csv
2013 PP125,nan,21164719712974160,MBO,MBO,LSM,dp2_all_solar_system_csv/selected_objects/LSM/MBOs/2013_PP125.csv
2013 SP28,532438,21164719762192464,MBO,MBO,LSM,dp2_all_solar_system_csv/selected_objects/LSM/MBOs/532438.csv
2013 UA33,578004,21164719795811137,MBO,MBO,LSM,dp2_all_solar_system_csv/selected_objects/LSM/MBOs/578004.csv
2013 VZ29,520050,21164719812524378,MBO,MBO,LSM,dp2_all_solar_system_csv/selected_objects/LSM/MBOs/520050.csv
2013 VS31,532720,21164719812587859,MBO,MBO,LSM,dp2_all_solar_system_csv/selected_objects/LSM/MBOs/532720.csv
2013 VU46,578037,21164719812654677,MBO,MBO,LSM,dp2_all_solar_system_csv/selected_objects/LSM/MBOs/578037.csv
2013 WQ66,387450,21164719829562961,MBO,MBO,LSM,dp2_all_solar_system_csv/selected_objects/LSM/MBOs/387450.csv
2013 WF83,501309,21164719829693254,MBO,MBO,LSM,dp2_all_solar_system_csv/selected_objects/LSM/MBOs/501309.csv
2013 WC144,nan,21164719830545475,MBO,MBO,LSM,dp2_all_solar_system_csv/selected_objects/LSM/MBOs/2013_WC144.csv
2013 YQ22,nan,21164719862854225,MBO,MBO,LSM,dp2_all_solar_system_csv/selected_objects/LSM/MBOs/2013_YQ22.csv
2013 YG60,433598,21164719863115847,MBO,MBO,LSM,dp2_all_solar_system_csv/selected_objects/LSM/MBOs/433598.csv
2013 YD156,nan,21164719864165956,MBO,MBO,LSM,dp2_all_solar_system_csv/selected_objects/LSM/MBOs/2013_YD156.csv
2014 BO82,nan,21164723772338767,MBO,MBO,LSM,dp2_all_solar_system_csv/selected_objects/LSM/MBOs/2014_BO82.csv
2014 BF84,nan,21164723772339270,MBO,MBO,LSM,dp2_all_solar_system_csv/selected_objects/LSM/MBOs/2014_BF84.csv
2014 CF11,nan,21164723788656966,MBO,MBO,LSM,dp2_all_solar_system_csv/selected_objects/LSM/MBOs/2014_CF11.csv
2014 DJ62,690241,21164723805762122,MBO,MBO,LSM,dp2_all_solar_system_csv/selected_objects/LSM/MBOs/690241.csv
2014 DK130,472193,21164723806679115,MBO,MBO,LSM,dp2_all_solar_system_csv/selected_objects/LSM/MBOs/472193.csv
2014 EJ63,635821,21164723822539594,MBO,MBO,LSM,dp2_all_solar_system_csv/selected_objects/LSM/MBOs/635821.csv
2014 ES188,513960,21164723823786067,MBO,MBO,LSM,dp2_all_solar_system_csv/selected_objects/LSM/MBOs/513960.csv
2014 EC240,652806,21164723824177219,MBO,MBO,LSM,dp2_all_solar_system_csv/selected_objects/LSM/MBOs/652806.csv
2014 HX180,412479,21164723874115672,MBO,MBO,LSM,dp2_all_solar_system_csv/selected_objects/LSM/MBOs/412479.csv
2014 HW302,nan,21164723874902615,MBO,MBO,LSM,dp2_all_solar_system_csv/selected_objects/LSM/MBOs/2014_HW302.csv
2014 HJ529,nan,21164723876739402,MBO,MBO,LSM,dp2_all_solar_system_csv/selected_objects/LSM/MBOs/2014_HJ529.csv
2014 JP4,556012,21164723906032720,MBO,MBO,LSM,dp2_all_solar_system_csv/selected_objects/LSM/MBOs/556012.csv
2014 JQ22,732674,21164723906163281,MBO,MBO,LSM,dp2_all_solar_system_csv/selected_objects/LSM/MBOs/732674.csv
2014 JU65,454306,21164723906426197,MBO,MBO,LSM,dp2_all_solar_system_csv/selected_objects/LSM/MBOs/454306.csv
2014 JC66,501545,21164723906426435,MBO,MBO,LSM,dp2_all_solar_system_csv/selected_objects/LSM/MBOs/501545.csv
2014 KT83,404900,21164723923333972,MBO,MBO,LSM,dp2_all_solar_system_csv/selected_objects/LSM/MBOs/404900.csv
2014 KE108,520461,21164723923925061,MBO,MBO,LSM,dp2_all_solar_system_csv/selected_objects/LSM/MBOs/520461.csv
2014 KU120,nan,21164723924054101,MBO,MBO,LSM,dp2_all_solar_system_csv/selected_objects/LSM/MBOs/2014_KU120.csv
2014 LH1,819690,21164723939586376,MBO,MBO,LSM,dp2_all_solar_system_csv/selected_objects/LSM/MBOs/819690.csv
2014 MX63,408697,21164723956757336,MBO,MBO,LSM,dp2_all_solar_system_csv/selected_objects/LSM/MBOs/408697.csv
2014 NZ61,454422,21164723973534042,MBO,MBO,LSM,dp2_all_solar_system_csv/selected_objects/LSM/MBOs/454422.csv
2014 OJ58,487053,21164723990247498,MBO,MBO,LSM,dp2_all_solar_system_csv/selected_objects/LSM/MBOs/487053.csv
2014 OW64,nan,21164723990312023,MBO,MBO,LSM,dp2_all_solar_system_csv/selected_objects/LSM/MBOs/2014_OW64.csv
2014 OO113,511500,21164723991098191,MBO,MBO,LSM,dp2_all_solar_system_csv/selected_objects/LSM/MBOs/511500.csv
2014 ON146,766584,21164723991295566,MBO,MBO,LSM,dp2_all_solar_system_csv/selected_objects/LSM/MBOs/766584.csv
2014 OO306,449804,21164723992344143,MBO,MBO,LSM,dp2_all_solar_system_csv/selected_objects/LSM/MBOs/449804.csv
2014 OP318,543703,21164723992410192,MBO,MBO,LSM,dp2_all_solar_system_csv/selected_objects/LSM/MBOs/543703.csv
2014 OS319,861834,21164723992410451,MBO,MBO,LSM,dp2_all_solar_system_csv/selected_objects/LSM/MBOs/861834.csv
2014 OX403,nan,21164723993391960,MBO,MBO,LSM,dp2_all_solar_system_csv/selected_objects/LSM/MBOs/2014_OX403.csv
2014 QP148,nan,21164724024850512,MBO,MBO,LSM,dp2_all_solar_system_csv/selected_objects/LSM/MBOs/2014_QP148.csv
2014 QA164,556574,21164724024980545,MBO,MBO,LSM,dp2_all_solar_system_csv/selected_objects/LSM/MBOs/556574.csv
2014 QL182,733241,21164724025111116,MBO,MBO,LSM,dp2_all_solar_system_csv/selected_objects/LSM/MBOs/733241.csv
2014 QQ311,766937,21164724025962833,MBO,MBO,LSM,dp2_all_solar_system_csv/selected_objects/LSM/MBOs/766937.csv
2014 QO381,556698,21164724026814799,MBO,MBO,LSM,dp2_all_solar_system_csv/selected_objects/LSM/MBOs/556698.csv
2014 QF405,636314,21164724026946886,MBO,MBO,LSM,dp2_all_solar_system_csv/selected_objects/LSM/MBOs/636314.csv
2014 QN454,820240,21164724027274318,MBO,MBO,LSM,dp2_all_solar_system_csv/selected_objects/LSM/MBOs/820240.csv
2014 QT580,nan,21164724028125268,MBO,MBO,LSM,dp2_all_solar_system_csv/selected_objects/LSM/MBOs/2014_QT580.csv
2014 SM67,544093,21164724057421645,MBO,MBO,LSM,dp2_all_solar_system_csv/selected_objects/LSM/MBOs/544093.csv
2014 SB130,691961,21164724058337346,MBO,MBO,LSM,dp2_all_solar_system_csv/selected_objects/LSM/MBOs/691961.csv
2014 SU152,556938,21164724058468949,MBO,MBO,LSM,dp2_all_solar_system_csv/selected_objects/LSM/MBOs/556938.csv
2014 TL41,557160,21164724074066252,MBO,MBO,LSM,dp2_all_solar_system_csv/selected_objects/LSM/MBOs/557160.csv
2014 TO62,534386,21164724074197583,MBO,MBO,LSM,dp2_all_solar_system_csv/selected_objects/LSM/MBOs/534386.csv
2014 TZ100,653801,21164724074917978,MBO,MBO,LSM,dp2_all_solar_system_csv/selected_objects/LSM/MBOs/653801.csv
2014 UQ45,534482,21164724090844497,MBO,MBO,LSM,dp2_all_solar_system_csv/selected_objects/LSM/MBOs/534482.csv
2014 UH240,534668,21164724092612680,MBO,MBO,LSM,dp2_all_solar_system_csv/selected_objects/LSM/MBOs/534668.csv
2014 WC55,493361,21164724124464451,MBO,MBO,LSM,dp2_all_solar_system_csv/selected_objects/LSM/MBOs/493361.csv
2014 WZ240,820622,21164724126167130,MBO,MBO,LSM,dp2_all_solar_system_csv/selected_objects/LSM/MBOs/820622.csv
2014 WD371,864108,21164724127412548,MBO,MBO,LSM,dp2_all_solar_system_csv/selected_objects/LSM/MBOs/864108.csv
2014 WZ428,534963,21164724127742042,MBO,MBO,LSM,dp2_all_solar_system_csv/selected_objects/LSM/MBOs/534963.csv
2014 XA21,672888,21164724141044033,MBO,MBO,LSM,dp2_all_solar_system_csv/selected_objects/LSM/MBOs/672888.csv
2014 XL22,nan,21164724141044300,MBO,MBO,LSM,dp2_all_solar_system_csv/selected_objects/LSM/MBOs/2014_XL22.csv
2015 AZ111,nan,21164728051183962,MBO,MBO,LSM,dp2_all_solar_system_csv/selected_objects/LSM/MBOs/2015_AZ111.csv
2015 AK120,592539,21164728051249227,MBO,MBO,LSM,dp2_all_solar_system_csv/selected_objects/LSM/MBOs/592539.csv
2015 AV125,580003,21164728051250518,MBO,MBO,LSM,dp2_all_solar_system_csv/selected_objects/LSM/MBOs/580003.csv
2015 AD269,nan,21164728052169028,MBO,MBO,LSM,dp2_all_solar_system_csv/selected_objects/LSM/MBOs/2015_AD269.csv
2015 BW112,535643,21164728067961431,MBO,MBO,LSM,dp2_all_solar_system_csv/selected_objects/LSM/MBOs/535643.csv
2015 BS189,592615,21164728068421971,MBO,MBO,LSM,dp2_all_solar_system_csv/selected_objects/LSM/MBOs/592615.csv
2015 BS228,654437,21164728068683859,MBO,MBO,LSM,dp2_all_solar_system_csv/selected_objects/LSM/MBOs/654437.csv
2015 BR233,502365,21164728068748114,MBO,MBO,LSM,dp2_all_solar_system_csv/selected_objects/LSM/MBOs/502365.csv
2015 BP357,nan,21164728069535568,MBO,MBO,LSM,dp2_all_solar_system_csv/selected_objects/LSM/MBOs/2015_BP357.csv
2015 BB507,580485,21164728070911810,MBO,MBO,LSM,dp2_all_solar_system_csv/selected_objects/LSM/MBOs/580485.csv
2015 BW539,536074,21164728071108951,MBO,MBO,LSM,dp2_all_solar_system_csv/selected_objects/LSM/MBOs/536074.csv
2015 BJ605,nan,21164728071566666,MBO,MBO,LSM,dp2_all_solar_system_csv/selected_objects/LSM/MBOs/2015_BJ605.csv
2015 DK85,505867,21164728100861259,MBO,MBO,LSM,dp2_all_solar_system_csv/selected_objects/LSM/MBOs/505867.csv
2015 DR91,673497,21164728100925778,MBO,MBO,LSM,dp2_all_solar_system_csv/selected_objects/LSM/MBOs/673497.csv
2015 DF130,580787,21164728101646406,MBO,MBO,LSM,dp2_all_solar_system_csv/selected_objects/LSM/MBOs/580787.csv
2015 DC248,592862,21164728102369347,MBO,MBO,LSM,dp2_all_solar_system_csv/selected_objects/LSM/MBOs/592862.csv
2015 DR268,592870,21164728102500434,MBO,MBO,LSM,dp2_all_solar_system_csv/selected_objects/LSM/MBOs/592870.csv
2015 FO114,802636,21164728135070799,MBO,MBO,LSM,dp2_all_solar_system_csv/selected_objects/LSM/MBOs/802636.csv
2015 FY230,581189,21164728135856217,MBO,MBO,LSM,dp2_all_solar_system_csv/selected_objects/LSM/MBOs/581189.csv
2015 HB47,581461,21164728167708482,MBO,MBO,LSM,dp2_all_solar_system_csv/selected_objects/LSM/MBOs/581461.csv
2015 HQ154,655247,21164728168887377,MBO,MBO,LSM,dp2_all_solar_system_csv/selected_objects/LSM/MBOs/655247.csv
2015 HB274,nan,21164728169673794,MBO,MBO,LSM,dp2_all_solar_system_csv/selected_objects/LSM/MBOs/2015_HB274.csv
2015 HJ304,nan,21164728169870410,MBO,MBO,LSM,dp2_all_solar_system_csv/selected_objects/LSM/MBOs/2015_HJ304.csv
2015 HY355,nan,21164728170198361,MBO,MBO,LSM,dp2_all_solar_system_csv/selected_objects/LSM/MBOs/2015_HY355.csv
2015 JY3,581594,21164728200999769,MBO,MBO,LSM,dp2_all_solar_system_csv/selected_objects/LSM/MBOs/581594.csv
2015 KL137,637680,21164728219088716,MBO,MBO,LSM,dp2_all_solar_system_csv/selected_objects/LSM/MBOs/637680.csv
2015 KA141,674108,21164728219152705,MBO,MBO,LSM,dp2_all_solar_system_csv/selected_objects/LSM/MBOs/674108.csv
2015 KK185,604123,21164728219415883,MBO,MBO,LSM,dp2_all_solar_system_csv/selected_objects/LSM/MBOs/604123.csv
2015 KG200,674133,21164728219545671,MBO,MBO,LSM,dp2_all_solar_system_csv/selected_objects/LSM/MBOs/674133.csv
2015 KQ308,nan,21164728220203089,MBO,MBO,LSM,dp2_all_solar_system_csv/selected_objects/LSM/MBOs/2015_KQ308.csv
2015 MO123,493607,21164728252576591,MBO,MBO,LSM,dp2_all_solar_system_csv/selected_objects/LSM/MBOs/493607.csv
2015 MA186,693849,21164728252970561,MBO,MBO,LSM,dp2_all_solar_system_csv/selected_objects/LSM/MBOs/693849.csv
2015 MA196,nan,21164728253036097,MBO,MBO,LSM,dp2_all_solar_system_csv/selected_objects/LSM/MBOs/2015_MA196.csv
2015 OT116,nan,21164728286066260,MBO,MBO,LSM,dp2_all_solar_system_csv/selected_objects/LSM/MBOs/2015_OT116.csv
2015 OU126,604320,21164728286131797,MBO,MBO,LSM,dp2_all_solar_system_csv/selected_objects/LSM/MBOs/604320.csv
2015 OH127,nan,21164728286132040,MBO,MBO,LSM,dp2_all_solar_system_csv/selected_objects/LSM/MBOs/2015_OH127.csv
2015 OS148,nan,21164728286263379,MBO,MBO,LSM,dp2_all_solar_system_csv/selected_objects/LSM/MBOs/2015_OS148.csv
2015 OK167,nan,21164728286394187,MBO,MBO,LSM,dp2_all_solar_system_csv/selected_objects/LSM/MBOs/2015_OK167.csv
2015 PK5,483157,21164728301663563,MBO,MBO,LSM,dp2_all_solar_system_csv/selected_objects/LSM/MBOs/483157.csv
2015 PC20,nan,21164728301793347,MBO,MBO,LSM,dp2_all_solar_system_csv/selected_objects/LSM/MBOs/2015_PC20.csv
2015 PL104,nan,21164728302777420,MBO,MBO,LSM,dp2_all_solar_system_csv/selected_objects/LSM/MBOs/2015_PL104.csv
2015 PS112,nan,21164728302842451,MBO,MBO,LSM,dp2_all_solar_system_csv/selected_objects/LSM/MBOs/2015_PS112.csv
2015 PY204,nan,21164728303432793,MBO,MBO,LSM,dp2_all_solar_system_csv/selected_objects/LSM/MBOs/2015_PY204.csv
2015 PA217,nan,21164728303499073,MBO,MBO,LSM,dp2_all_solar_system_csv/selected_objects/LSM/MBOs/2015_PA217.csv
2015 PN237,866189,21164728303630158,MBO,MBO,LSM,dp2_all_solar_system_csv/selected_objects/LSM/MBOs/866189.csv
2015 PW290,nan,21164728304021591,MBO,MBO,LSM,dp2_all_solar_system_csv/selected_objects/LSM/MBOs/2015_PW290.csv
2015 RJ13,561140,21164728335283018,MBO,MBO,LSM,dp2_all_solar_system_csv/selected_objects/LSM/MBOs/561140.csv
2015 RS13,593553,21164728335283027,MBO,MBO,LSM,dp2_all_solar_system_csv/selected_objects/LSM/MBOs/593553.csv
2015 RG67,nan,21164728335611719,MBO,MBO,LSM,dp2_all_solar_system_csv/selected_objects/LSM/MBOs/2015_RG67.csv
2015 RP99,674664,21164728335808848,MBO,MBO,LSM,dp2_all_solar_system_csv/selected_objects/LSM/MBOs/674664.csv
2015 RO171,866405,21164728336789839,MBO,MBO,LSM,dp2_all_solar_system_csv/selected_objects/LSM/MBOs/866405.csv
2015 RT271,604595,21164728337445204,MBO,MBO,LSM,dp2_all_solar_system_csv/selected_objects/LSM/MBOs/604595.csv
2015 RK272,841983,21164728337445451,MBO,MBO,LSM,dp2_all_solar_system_csv/selected_objects/LSM/MBOs/841983.csv
2015 RJ347,655881,21164728337905482,MBO,MBO,LSM,dp2_all_solar_system_csv/selected_objects/LSM/MBOs/655881.csv
2015 TF41,694592,21164728369033542,MBO,MBO,LSM,dp2_all_solar_system_csv/selected_objects/LSM/MBOs/694592.csv
2015 TD88,561416,21164728369297476,MBO,MBO,LSM,dp2_all_solar_system_csv/selected_objects/LSM/MBOs/561416.csv
2015 TK233,803920,21164728370737995,MBO,MBO,LSM,dp2_all_solar_system_csv/selected_objects/LSM/MBOs/803920.csv
2015 TK235,nan,21164728370738507,MBO,MBO,LSM,dp2_all_solar_system_csv/selected_objects/LSM/MBOs/2015_TK235.csv
2015 TE347,822630,21164728371459909,MBO,MBO,LSM,dp2_all_solar_system_csv/selected_objects/LSM/MBOs/822630.csv
2015 TL349,455034,21164728371460428,MBO,MBO,LSM,dp2_all_solar_system_csv/selected_objects/LSM/MBOs/455034.csv
2015 TJ375,nan,21164728372049226,MBO,MBO,LSM,dp2_all_solar_system_csv/selected_objects/LSM/MBOs/2015_TJ375.csv
2015 TC464,nan,21164728372638787,MBO,MBO,LSM,dp2_all_solar_system_csv/selected_objects/LSM/MBOs/2015_TC464.csv
2015 XH134,nan,21164728437191752,MBO,MBO,LSM,dp2_all_solar_system_csv/selected_objects/LSM/MBOs/2015_XH134.csv
2015 XN179,nan,21164728437455182,MBO,MBO,LSM,dp2_all_solar_system_csv/selected_objects/LSM/MBOs/2015_XN179.csv
2015 XY216,nan,21164728437716569,MBO,MBO,LSM,dp2_all_solar_system_csv/selected_objects/LSM/MBOs/2015_XY216.csv
2015 XN217,562133,21164728437716814,MBO,MBO,LSM,dp2_all_solar_system_csv/selected_objects/LSM/MBOs/562133.csv
2015 XT396,537845,21164728439289428,MBO,MBO,LSM,dp2_all_solar_system_csv/selected_objects/LSM/MBOs/537845.csv
2015 XZ428,882331,21164728439486554,MBO,MBO,LSM,dp2_all_solar_system_csv/selected_objects/LSM/MBOs/882331.csv
2015 XH448,nan,21164728439617608,MBO,MBO,LSM,dp2_all_solar_system_csv/selected_objects/LSM/MBOs/2015_XH448.csv
2015 XE497,nan,21164728439945029,MBO,MBO,LSM,dp2_all_solar_system_csv/selected_objects/LSM/MBOs/2015_XE497.csv
2016 AO84,675747,21164732345496655,MBO,MBO,LSM,dp2_all_solar_system_csv/selected_objects/LSM/MBOs/675747.csv
2016 AN105,695670,21164732346086734,MBO,MBO,LSM,dp2_all_solar_system_csv/selected_objects/LSM/MBOs/695670.csv
2016 AL158,nan,21164732346415180,MBO,MBO,LSM,dp2_all_solar_system_csv/selected_objects/LSM/MBOs/2016_AL158.csv
2016 AV169,786601,21164732346480982,MBO,MBO,LSM,dp2_all_solar_system_csv/selected_objects/LSM/MBOs/786601.csv
2016 AY190,582731,21164732346675289,MBO,MBO,LSM,dp2_all_solar_system_csv/selected_objects/LSM/MBOs/582731.csv
2016 AK211,675841,21164732346806603,MBO,MBO,LSM,dp2_all_solar_system_csv/selected_objects/LSM/MBOs/675841.csv
2016 AB212,582738,21164732346806850,MBO,MBO,LSM,dp2_all_solar_system_csv/selected_objects/LSM/MBOs/582738.csv
2016 AJ263,538049,21164732347134794,MBO,MBO,LSM,dp2_all_solar_system_csv/selected_objects/LSM/MBOs/538049.csv
2016 AG373,804794,21164732348248903,MBO,MBO,LSM,dp2_all_solar_system_csv/selected_objects/LSM/MBOs/804794.csv
2016 AP389,786846,21164732348315984,MBO,MBO,LSM,dp2_all_solar_system_csv/selected_objects/LSM/MBOs/786846.csv
2016 BM32,656481,21164732361945677,MBO,MBO,LSM,dp2_all_solar_system_csv/selected_objects/LSM/MBOs/656481.csv
2016 BR45,538109,21164732362011986,MBO,MBO,LSM,dp2_all_solar_system_csv/selected_objects/LSM/MBOs/538109.csv
2016 BM65,563038,21164732362143053,MBO,MBO,LSM,dp2_all_solar_system_csv/selected_objects/LSM/MBOs/563038.csv
2016 BR74,nan,21164732362208338,MBO,MBO,LSM,dp2_all_solar_system_csv/selected_objects/LSM/MBOs/2016_BR74.csv
2016 BK78,nan,21164732362209355,MBO,MBO,LSM,dp2_all_solar_system_csv/selected_objects/LSM/MBOs/2016_BK78.csv
2016 CK163,563346,21164732380033867,MBO,MBO,LSM,dp2_all_solar_system_csv/selected_objects/LSM/MBOs/563346.csv
2016 CY176,nan,21164732380100185,MBO,MBO,LSM,dp2_all_solar_system_csv/selected_objects/LSM/MBOs/2016_CY176.csv
2016 CT285,787141,21164732380820820,MBO,MBO,LSM,dp2_all_solar_system_csv/selected_objects/LSM/MBOs/787141.csv
2016 DQ21,676157,21164732395434321,MBO,MBO,LSM,dp2_all_solar_system_csv/selected_objects/LSM/MBOs/676157.csv
2016 EY24,503428,21164732412212313,MBO,MBO,LSM,dp2_all_solar_system_csv/selected_objects/LSM/MBOs/503428.csv
2016 EH163,676263,21164732413588296,MBO,MBO,LSM,dp2_all_solar_system_csv/selected_objects/LSM/MBOs/676263.csv
2016 EN188,nan,21164732413720654,MBO,MBO,LSM,dp2_all_solar_system_csv/selected_objects/LSM/MBOs/2016_EN188.csv
2016 FW126,nan,21164732430104151,MBO,MBO,LSM,dp2_all_solar_system_csv/selected_objects/LSM/MBOs/2016_FW126.csv
2016 GW246,503668,21164732447667799,MBO,MBO,LSM,dp2_all_solar_system_csv/selected_objects/LSM/MBOs/503668.csv
2016 HP26,676569,21164732462544464,MBO,MBO,LSM,dp2_all_solar_system_csv/selected_objects/LSM/MBOs/676569.csv
2016 LF65,539054,21164732529915206,MBO,MBO,LSM,dp2_all_solar_system_csv/selected_objects/LSM/MBOs/539054.csv
2016 NP31,nan,21164732563272016,MBO,MBO,LSM,dp2_all_solar_system_csv/selected_objects/LSM/MBOs/2016_NP31.csv
2016 NE84,522838,21164732563600453,MBO,MBO,LSM,dp2_all_solar_system_csv/selected_objects/LSM/MBOs/522838.csv
2016 NZ94,nan,21164732563666010,MBO,MBO,LSM,dp2_all_solar_system_csv/selected_objects/LSM/MBOs/2016_NZ94.csv
2016 NK130,nan,21164732564385867,MBO,MBO,LSM,dp2_all_solar_system_csv/selected_objects/LSM/MBOs/2016_NK130.csv
2016 PJ146,nan,21164732598007370,MBO,MBO,LSM,dp2_all_solar_system_csv/selected_objects/LSM/MBOs/2016_PJ146.csv
2016 PR226,nan,21164732598531666,MBO,MBO,LSM,dp2_all_solar_system_csv/selected_objects/LSM/MBOs/2016_PR226.csv
2016 QP111,nan,21164732614586704,MBO,MBO,LSM,dp2_all_solar_system_csv/selected_objects/LSM/MBOs/2016_QP111.csv
2016 RT51,nan,21164732630511956,MBO,MBO,LSM,dp2_all_solar_system_csv/selected_objects/LSM/MBOs/2016_RT51.csv
2016 SK18,844099,21164732647028811,MBO,MBO,LSM,dp2_all_solar_system_csv/selected_objects/LSM/MBOs/844099.csv
2016 SH101,824147,21164732648075592,MBO,MBO,LSM,dp2_all_solar_system_csv/selected_objects/LSM/MBOs/824147.csv
