provid,permid,orbit_class,population,ssObjectId,diaSourceId,phaseAngle,helioRange,topoRange,ephRa,ephDec,visit,detector,midpointMjdTai,band,ra,dec,snr,psfFlux,psfFluxErr,psfFlux_flag,trailFlux,trailFluxErr,scienceFlux,scienceFluxErr,forced_PsfFlux_flag,templateFlux,templateFluxErr,psfMag,psfMagErr,trailMag,trailMagErr,scienceMag,scienceMagErr,templateMag,templateMagErr
2013 QB43,nan,Not a NEA or MBO,Not a NEA or MBO,21164719728767810,745279799467966466,30.112886,2.0159078,1.7128673,149.2552605142435,1.8311168548331915,2025051900237,50,60815.05824038299,y,149.25532343813637,1.8311868703537275,5.021807670593262,7003.02,1418.68,False,8001.27,119.55,8247.81,1458.69,False,510.937,378.513,21.786786580331817,0.21994972068997082,21.64210268292701,0.01622239547914202,21.609153437060257,0.1920209805282002,24.629081590901436,0.8043364625696329
2013 QB43,nan,Not a NEA or MBO,Not a NEA or MBO,21164719728767810,745284180464107533,30.112131,2.016849,1.7242962,149.51099044280187,1.6894957214776036,2025052000110,41,60815.997173178526,g,149.51094757569032,1.6894924301153103,8.538298606872559,1721.66,197.185,False,1875.12,3.17803,1673.74,196.666,False,-31.7683,16.8043,23.310131504819367,0.12435143212609662,23.2174273377743,0.001840150099745213,23.340780018152188,0.12757501050845438,nan,nan
2013 QB43,nan,Not a NEA or MBO,Not a NEA or MBO,21164719728767810,745284180601995269,30.112135,2.0168495,1.7243034,149.51114737531938,1.689406618657323,2025052000111,48,60815.99776202555,g,149.51119345949118,1.689385365225107,8.25942611694336,1630.22,196.996,False,1682.24,2.05711,1632.9,197.778,False,-5.00491,18.3074,23.369384477307534,0.13120051012866252,23.335280117957012,0.0013276814808949864,23.367601011174933,0.13150513305257067,nan,nan
2013 QB43,nan,Not a NEA or MBO,Not a NEA or MBO,21164719728767810,745284180870430735,30.11214,2.0168507,1.7243186,149.5114783136262,1.689218728917867,2025052000113,48,60815.999004494544,g,149.51151260027774,1.6892548803533978,9.905969619750977,1379.51,140.051,False,1483.97,4.71419,1402.21,139.105,False,16.938,6.78992,23.55068785979924,0.11022640979016635,23.4714372181443,0.0034491040027420854,23.532967380243274,0.10770949738735018,28.32784469627935,0.4352380405938296
2013 QB43,nan,Not a NEA or MBO,Not a NEA or MBO,21164719728767810,745284181137293411,30.112146,2.0168521,1.7243345,149.511824204533,1.6890223642546178,2025052000115,45,60816.000302056374,g,149.51186144085753,1.6890279940523818,12.03481674194336,1518.73,125.395,False,1514.39,2.58867,1625.95,123.734,False,66.9775,13.0695,23.446298584461736,0.08964456453864196,23.449405656547157,0.0018559371962536082,23.3722320666956,0.0826239975725027,26.835177652547422,0.2118626270163309
2013 QB43,nan,Not a NEA or MBO,Not a NEA or MBO,21164719728767810,745284181269413948,30.112148,2.0168526,1.724341,149.51196624776614,1.6889417296715412,2025052000116,41,60816.00083512574,g,149.5119357654671,1.6889479404436707,12.391603469848633,1504.21,121.827,False,1412.65,0.0508792,1563.19,119.897,False,81.6983,5.14015,23.456728849333707,0.08793452498606678,23.524913546708806,3.910479420341998e-05,23.41497062038269,0.08327619935343135,26.61946740789447,0.06831043986171956
2013 QB43,nan,Not a NEA or MBO,Not a NEA or MBO,21164719728767810,745284181403631692,30.112152,2.0168533,1.7243496,149.51215360401892,1.688835375888185,2025052000117,41,60816.00153897185,g,149.51214648525968,1.6888180374485027,12.678152084350586,1681.94,131.598,False,1660.62,3.08495,1832.03,130.802,False,75.0775,5.51518,23.33547379004553,0.08494995414279344,23.34932434287044,0.0020169827428378868,23.24266852993046,0.07751863610546639,26.71122550219927,0.07975799368493343
2013 QB43,nan,Not a NEA or MBO,Not a NEA or MBO,21164719728767810,745284181542043672,30.112154,2.0168538,1.7243562,149.5122956601356,1.6887547399819172,2025052000118,49,60816.002071902825,g,149.51235207966644,1.688786560698034,12.404462814331055,1626.93,130.805,False,1653.05,5.30251,1647.67,130.014,False,33.3201,8.6756,23.371577795501064,0.08729306830817866,23.354284993111865,0.0034827299109380892,23.35782438517891,0.08567304823037157,27.5932342962505,0.28269463152291907
2013 QB43,nan,Not a NEA or MBO,Not a NEA or MBO,21164719728767810,745284184226398255,30.112202,2.0168653,1.7244948,149.51531061677494,1.687044006169799,2025052000138,49,60816.013378554475,g,149.51530778857392,1.6870620621620143,10.309892654418945,1539.86,147.088,False,1615.83,0.105595,1689.1,147.101,False,110.21,8.72532,23.4312969160154,0.10370992533177872,23.379010861738976,7.095320532189249e-05,23.330861610885503,0.09455501835976736,26.294447503043383,0.08595767853518091
2013 QB43,nan,Not a NEA or MBO,Not a NEA or MBO,21164719728767810,745284184359043134,30.112204,2.0168657,1.7245007,149.51543680116183,1.6869724364560543,2025052000139,46,60816.013851595686,g,149.51541839598426,1.6869315218714984,10.305109024047852,1578.64,151.627,False,1533.77,3.03287,1694.51,152.396,False,116.88,6.52522,23.404292232730782,0.10428401712767797,23.435599388999414,0.0021469299701313217,23.327389653414784,0.09764583830463686,26.230649518198287,0.06061488428047866
